distance_km,hour_of_day,day_of_week,is_raining,travel_time_minutes,road_qualities,congestion_levels,type_of_road,checkpoints
20.63,6,0,0,29.95,2,2,0,1
25.03,17,3,0,68.67,1,2,1,4
9.54,9,2,0,31.27,2,4,1,4
1.42,16,5,0,4.41,1,2,0,1
22.4,10,6,0,49.86,1,3,0,1
25.19,7,6,0,36.74,2,2,0,0
22.47,22,0,0,55.13,0,3,0,2
5.14,13,4,0,8.63,1,5,1,0
22.85,11,3,0,51.92,1,4,0,3
23.3,14,2,0,67.07,0,5,0,3
20.1,18,3,0,73.26,1,5,0,2
23.22,16,6,0,45.66,2,4,0,4
25.53,21,1,0,46.51,2,3,0,3
18.79,21,2,0,41.75,1,3,0,4
3.57,7,6,0,14.16,2,3,0,4
15.14,15,4,0,23.44,1,4,1,0
3.25,17,2,0,16.95,1,2,0,4
12.82,13,6,0,17.87,1,1,1,2
12.81,16,4,0,21.19,1,2,0,0
2.91,15,1,0,9.9,0,2,0,2
11.12,18,4,0,43.89,2,5,0,4
4.22,22,3,0,12.2,2,1,0,3
24.44,12,0,0,51.01,1,3,0,4
28.48,8,3,1,96.05,1,2,1,2
3.1,18,6,1,11.05,1,4,1,1
28.7,12,6,0,49.31,2,2,0,1
16.15,14,5,0,32.17,1,3,0,3
9.69,18,3,0,34.6,1,2,0,2
3.23,13,2,0,11.76,2,5,0,3
15.52,7,1,0,34.33,1,5,0,0
24.04,16,5,0,46.48,1,2,0,4
21.51,6,5,1,64.29,1,5,0,0
2.46,19,5,0,6.98,1,4,0,1
3.11,21,6,0,12.64,1,1,0,4
12.68,16,0,0,20.0,1,2,0,0
9.56,6,4,0,19.07,1,4,0,1
7.74,12,2,1,19.09,1,4,1,0
9.15,21,6,0,25.41,1,4,0,4
24.3,19,1,0,63.85,1,3,0,0
27.95,20,6,0,51.56,1,2,0,4
12.75,19,0,0,31.48,2,2,0,0
27.28,16,6,0,52.21,1,2,0,3
10.32,21,6,0,14.29,1,1,0,0
14.82,22,3,0,26.34,1,4,0,0
7.55,11,1,0,19.54,1,2,0,3
19.57,16,5,0,45.56,1,5,0,1
29.39,22,1,0,54.34,2,3,0,4
18.5,14,1,1,46.16,1,1,0,2
11.38,22,3,0,21.68,2,3,0,1
19.79,17,4,0,77.25,1,4,0,4
4.56,10,6,1,16.89,0,5,0,0
26.77,16,2,1,73.27,2,4,0,1
15.59,9,5,0,34.42,1,2,0,0
14.03,9,4,0,41.74,1,3,0,1
17.99,8,0,0,73.34,1,5,0,1
19.12,22,6,0,43.35,0,3,0,2
3.08,12,5,0,9.06,1,1,1,3
20.8,9,2,0,80.31,2,5,0,1
8.02,18,6,0,15.76,1,1,0,0
21.7,17,0,0,76.63,2,5,0,2
24.85,6,3,1,67.64,1,2,0,1
24.31,16,4,0,49.14,1,3,0,3
17.02,8,6,0,43.53,0,3,0,0
16.08,22,5,0,35.21,1,4,0,2
5.14,17,1,1,28.19,1,5,0,4
23.49,15,2,0,66.86,0,5,0,3
8.87,13,6,0,20.46,2,1,0,4
15.4,20,5,1,53.0,2,5,0,4
9.24,10,1,0,23.49,2,3,1,2
4.88,9,5,0,15.92,0,5,0,2
19.26,9,6,1,58.51,2,4,0,2
2.58,20,0,1,14.77,1,4,0,4
22.71,22,1,0,25.65,2,3,1,0
10.21,17,1,0,35.9,0,3,0,2
1.0,8,5,0,7.52,1,3,1,3
15.82,15,3,0,33.08,2,5,0,2
2.36,20,6,0,9.11,1,5,0,2
9.01,15,3,0,17.83,2,2,0,2
21.5,6,4,0,39.49,1,1,0,4
2.82,8,0,0,7.93,1,5,0,0
25.34,17,3,0,80.15,2,2,0,2
1.11,6,5,0,9.75,1,2,0,4
8.16,8,6,0,21.46,2,4,0,3
22.49,8,3,0,87.51,1,5,0,0
10.17,10,4,0,34.47,1,2,0,4
3.95,6,2,0,9.7,1,4,0,1
11.45,9,4,0,41.11,1,1,0,3
8.84,9,1,0,29.42,2,4,0,3
25.44,22,6,0,42.51,1,1,0,1
10.09,19,1,0,43.76,1,3,0,4
23.88,6,3,0,44.42,2,3,0,4
26.86,21,3,0,57.02,1,4,0,3
13.58,8,4,0,51.73,2,3,0,4
27.39,14,4,1,68.98,2,5,0,1
11.94,9,5,0,37.97,0,4,0,4
28.96,10,0,0,78.33,0,2,1,3
3.59,16,5,0,16.86,0,5,0,4
20.92,14,1,0,34.74,2,4,0,0
15.32,8,5,0,29.04,1,1,0,1
12.24,11,4,0,23.14,2,3,0,1
19.35,16,6,0,37.38,1,3,0,2
21.41,14,5,0,32.46,2,3,1,4
1.13,20,2,0,3.62,2,4,1,1
5.84,8,0,0,26.03,2,5,0,4
21.68,6,4,0,29.28,1,1,0,0
20.33,19,6,0,50.94,1,3,0,3
29.02,22,3,0,74.21,0,5,0,3
23.07,19,5,0,49.18,1,2,0,2
28.57,22,4,0,47.76,1,2,0,2
21.37,19,3,1,72.18,2,1,0,1
9.64,17,3,0,28.95,2,3,0,1
4.06,21,1,0,8.6,1,2,0,1
23.67,6,1,0,44.43,2,5,0,0
19.68,18,6,0,56.83,1,5,0,2
2.4,11,4,0,8.37,0,2,0,2
11.44,22,6,0,25.08,2,3,0,3
28.75,17,4,1,108.72,2,1,0,2
15.51,11,2,0,33.79,0,3,0,2
13.55,12,0,0,22.47,2,4,0,0
14.27,6,0,0,22.32,2,2,0,1
7.06,6,4,0,13.8,1,4,0,0
11.69,10,1,0,50.61,1,2,0,4
11.72,11,5,0,20.59,2,1,0,3
2.52,21,6,0,10.34,2,3,0,3
23.26,21,2,0,50.47,1,3,0,3
13.08,19,0,0,37.82,1,2,0,1
24.84,6,4,0,55.05,1,5,0,1
25.66,18,1,0,66.69,2,4,1,1
7.15,15,1,0,18.6,1,3,0,3
20.06,15,1,1,56.86,1,3,0,3
14.7,14,6,0,28.18,2,2,0,3
26.52,18,5,1,84.1,1,5,0,4
7.26,8,3,0,29.59,2,4,1,4
20.66,7,6,0,39.58,2,5,1,3
18.62,22,5,0,38.96,2,5,0,1
9.56,18,1,1,35.05,2,2,0,1
4.96,18,4,0,24.63,2,5,0,4
19.9,6,2,0,46.21,1,4,0,4
22.42,7,5,0,33.32,2,1,0,3
10.15,6,4,1,31.8,1,1,0,3
19.7,10,6,1,63.4,1,4,0,1
12.46,8,6,1,39.57,0,2,0,2
21.68,12,1,1,51.6,1,3,0,1
6.78,18,2,0,26.56,1,2,0,1
26.82,12,0,0,62.33,1,4,0,3
9.33,6,0,0,26.35,0,5,0,2
11.67,10,6,0,24.93,2,1,0,2
2.68,22,4,0,11.72,1,5,0,3
4.23,13,2,1,9.84,1,2,0,0
15.96,20,4,0,34.37,1,4,0,3
8.76,9,2,0,25.04,1,1,1,4
25.23,7,2,1,60.52,2,4,0,2
1.43,10,6,0,8.58,1,1,0,3
11.99,6,4,0,14.79,1,1,1,1
10.78,10,6,0,18.6,2,1,0,1
1.56,11,2,0,4.61,1,2,0,1
4.61,7,5,0,14.18,2,4,0,3
13.0,6,1,0,21.31,1,3,0,0
15.29,9,2,0,57.68,1,3,0,4
12.72,12,5,1,30.95,1,3,0,1
16.4,6,2,0,42.55,0,4,0,3
18.26,6,5,0,40.86,1,5,0,0
1.29,13,4,1,7.56,1,4,0,2
14.46,21,0,0,23.23,2,1,0,2
28.94,18,3,0,120.28,2,5,0,4
16.05,15,2,0,27.77,1,1,0,3
20.65,17,3,0,50.31,1,1,0,3
10.04,6,2,0,18.71,2,4,0,1
23.45,15,4,0,48.79,0,3,0,0
23.41,14,4,0,59.77,1,5,0,4
16.12,8,5,0,33.11,1,2,0,0
29.3,14,2,0,58.17,2,3,0,4
4.64,15,4,0,13.87,1,2,0,3
1.49,21,4,0,7.97,2,4,1,3
23.33,19,2,1,114.13,1,5,0,4
24.41,8,5,0,51.2,1,4,0,0
4.49,7,5,0,11.66,1,2,0,2
8.7,6,5,0,16.07,1,1,0,2
1.51,14,5,0,5.1,1,4,0,1
9.51,18,0,0,28.05,2,5,0,1
23.42,7,2,0,43.27,1,4,0,0
16.02,12,6,0,23.54,2,3,1,3
11.09,21,0,0,20.64,1,4,0,0
11.78,20,4,0,29.04,1,2,0,4
1.04,16,0,0,5.83,1,4,0,2
9.69,6,6,0,20.39,1,5,0,1
19.75,12,6,0,40.08,1,4,0,0
29.25,13,6,0,38.44,2,4,1,0
25.56,15,5,0,58.78,1,5,0,4
1.68,10,4,0,11.19,1,4,0,3
27.06,14,0,0,69.54,0,5,0,3
23.71,6,0,0,41.1,2,2,0,2
23.63,7,2,0,34.73,2,5,1,1
14.28,19,0,0,44.38,1,2,1,3
12.54,15,4,0,31.96,0,2,0,3
9.78,14,5,0,25.94,2,5,0,3
2.91,15,2,0,5.0,2,4,0,0
7.62,11,0,0,18.67,1,3,0,3
8.15,22,2,1,32.77,1,5,0,4
15.04,11,3,1,36.35,2,4,0,2
22.68,9,2,0,71.29,1,2,1,3
14.74,8,6,1,38.72,1,1,0,1
2.68,9,5,0,6.65,0,3,0,0
28.78,13,6,0,67.7,1,4,0,4
28.34,22,3,0,47.02,2,3,0,2
23.77,10,6,0,49.58,1,1,0,0
29.75,18,3,1,105.1,2,1,0,4
16.79,6,2,0,25.12,1,1,0,0
28.92,18,4,1,123.87,2,5,0,2
3.19,9,5,0,11.04,1,3,0,2
11.6,19,4,0,42.79,0,5,1,3
7.54,8,5,0,13.33,2,1,0,1
6.68,10,5,0,20.51,1,4,0,3
5.08,12,6,0,7.26,1,1,0,0
19.05,6,6,0,46.05,1,5,0,3
23.66,17,4,1,93.57,0,1,0,2
17.77,16,1,0,26.66,0,1,1,2
5.26,13,3,0,15.09,2,5,0,2
24.52,11,6,0,60.39,1,5,0,3
19.44,7,6,1,59.14,1,4,0,4
12.26,19,6,0,34.85,1,5,0,3
20.55,6,2,0,46.48,1,4,0,3
8.54,15,4,0,14.15,2,2,1,3
11.01,21,4,0,21.84,2,2,0,3
27.61,9,6,0,77.86,0,5,0,2
9.42,16,2,0,16.08,1,1,0,1
14.63,21,6,1,40.3,1,3,0,3
26.81,6,3,1,62.62,1,1,0,3
21.52,21,2,0,45.05,1,5,0,1
2.8,14,6,1,12.96,1,4,1,3
5.27,14,5,0,11.98,0,1,0,1
1.23,14,1,0,5.91,1,2,0,2
19.3,22,5,0,52.46,1,5,0,4
13.98,17,1,0,42.6,1,1,0,3
4.89,18,2,0,21.45,2,1,0,4
28.78,13,5,0,49.65,1,4,1,3
16.36,21,3,0,34.87,1,4,0,0
8.01,6,5,0,11.06,1,4,1,0
15.52,6,4,0,29.81,2,3,0,2
20.71,17,1,0,64.68,1,5,1,4
3.21,11,1,0,14.86,1,5,0,4
8.97,14,6,0,16.01,1,2,0,1
24.4,10,3,1,85.01,2,2,0,1
14.33,21,1,0,27.44,2,5,1,3
16.85,22,1,0,25.71,1,1,0,1
13.55,6,6,0,29.53,2,5,0,1
2.27,13,3,0,11.46,2,3,0,4
5.81,8,5,1,15.08,2,2,0,0
13.92,10,2,0,45.59,2,2,0,4
7.07,13,5,0,14.57,1,2,0,1
2.45,6,4,1,12.88,2,5,0,3
25.47,20,4,0,44.18,1,2,0,0
29.45,12,1,0,50.6,1,2,0,1
24.0,21,4,0,39.39,1,5,1,1
25.76,21,2,0,55.29,0,1,0,3
8.02,20,1,0,22.1,0,2,0,3
28.86,11,6,0,31.17,2,2,1,1
6.71,14,4,0,12.58,1,2,0,1
28.59,12,6,0,68.04,0,3,0,4
29.85,19,0,0,102.5,1,5,0,2
21.64,16,0,0,43.77,1,2,0,3
29.45,21,0,0,52.73,2,3,0,3
17.52,11,6,0,31.91,1,1,0,4
8.53,21,0,0,11.64,1,1,0,0
13.67,21,5,0,21.64,2,3,0,0
18.21,17,0,0,52.94,0,1,0,0
3.12,22,1,0,11.53,2,4,0,3
19.05,10,3,0,56.4,0,1,0,2
29.45,18,5,0,58.63,2,4,1,2
6.51,13,3,0,18.5,0,3,1,4
23.99,10,1,0,71.34,2,4,0,0
27.33,17,1,0,61.41,1,1,1,0
28.37,14,2,1,80.16,0,2,0,1
28.84,8,5,0,73.55,2,4,0,4
16.12,8,3,0,60.04,0,1,0,4
29.34,6,0,0,49.4,2,2,0,3
22.96,17,1,1,76.55,2,3,0,3
5.69,14,0,0,17.25,1,3,0,4
14.83,14,3,0,35.12,1,5,0,2
21.83,12,6,1,56.91,2,3,0,4
8.17,9,5,0,24.03,2,5,0,2
19.58,18,4,0,68.24,1,3,0,3
20.33,22,6,0,41.99,1,3,0,4
5.72,7,6,0,13.61,1,3,0,2
17.39,19,4,0,59.97,1,5,0,1
23.38,8,1,1,94.28,1,5,0,1
15.47,10,2,0,55.82,2,4,0,4
1.35,19,0,0,3.8,2,1,0,0
1.26,8,1,0,11.02,2,1,0,4
11.35,12,2,0,18.2,1,1,1,3
27.86,18,0,0,88.88,1,3,0,3
7.63,15,3,0,12.25,2,1,0,1
19.4,18,6,0,50.25,2,5,0,2
7.44,21,6,0,15.42,1,4,0,1
10.33,14,4,0,25.32,0,2,0,2
25.59,7,2,0,59.46,1,4,0,4
22.14,10,0,0,62.76,1,1,0,0
3.77,22,1,0,11.28,1,1,0,3
13.43,9,0,0,49.59,1,5,0,4
1.85,22,1,1,7.41,1,4,0,1
14.95,14,6,0,37.69,2,5,0,4
20.21,7,4,0,35.72,1,5,1,0
4.44,16,4,0,11.91,1,2,0,2
9.38,18,0,1,34.32,2,5,0,0
12.54,13,0,0,28.86,1,5,0,1
27.67,6,1,0,26.84,2,2,1,0
29.8,22,1,0,56.5,2,3,0,3
2.3,17,2,0,7.0,2,3,1,0
23.07,9,6,1,76.09,1,2,0,4
11.78,18,2,0,38.97,1,5,1,2
12.38,14,2,0,23.11,1,1,0,3
22.87,12,0,0,36.47,2,4,1,3
27.63,10,5,0,55.63,1,1,0,3
28.58,10,5,1,74.79,1,1,0,1
17.74,22,5,0,46.63,0,5,0,1
11.36,14,5,0,31.92,1,4,0,4
23.84,11,2,0,45.82,2,4,0,2
8.28,21,0,0,13.94,1,3,0,0
17.36,7,5,0,29.91,1,2,1,4
11.4,15,4,0,29.84,0,5,0,1
20.04,21,3,0,45.61,2,4,0,4
7.97,10,4,0,32.04,2,5,0,2
6.56,20,0,0,19.59,1,3,0,4
27.63,18,0,1,95.6,0,1,0,3
3.95,18,3,0,10.67,1,4,0,0
15.67,18,1,0,56.01,1,3,0,1
7.4,20,1,0,17.2,1,5,0,1
2.13,19,1,0,9.58,1,3,0,2
2.04,13,2,0,7.54,2,3,0,2
6.08,16,1,0,13.8,2,3,0,2
26.14,9,6,0,45.76,1,3,1,1
9.19,15,2,1,29.24,1,3,0,3
28.56,6,2,0,50.88,1,3,0,0
17.87,10,1,0,52.37,1,2,0,2
13.66,18,1,0,44.63,1,5,1,1
17.82,6,3,0,23.11,2,1,1,3
15.98,13,5,0,37.92,1,5,0,2
23.0,8,3,0,75.82,2,4,0,2
9.19,8,2,0,29.07,1,4,0,0
11.24,12,3,0,24.08,2,5,0,0
26.93,9,2,0,105.36,1,3,0,4
28.45,8,0,0,83.23,2,2,0,2
26.88,20,2,0,52.29,1,1,0,4
13.16,13,2,1,33.26,2,3,0,1
23.63,8,3,0,103.21,0,5,0,0
14.81,12,5,0,34.71,1,5,0,3
15.43,16,0,0,36.22,0,2,0,2
6.94,16,4,1,21.24,1,2,0,2
18.14,22,4,0,48.28,1,5,0,4
6.4,11,5,0,13.41,0,3,0,0
10.62,13,4,1,33.54,1,3,0,4
25.8,6,0,0,43.23,2,3,0,2
7.01,15,1,0,10.88,1,1,0,0
3.06,8,0,0,11.99,2,1,0,2
3.0,9,3,0,7.48,1,3,0,0
28.28,16,6,0,64.72,1,5,0,2
15.7,20,2,0,32.73,1,2,0,3
12.87,6,2,0,33.09,1,4,0,4
24.52,14,3,0,50.35,0,2,0,0
25.24,16,3,1,71.54,1,2,0,4
10.63,18,6,0,25.08,0,4,0,0
21.11,21,6,0,33.18,2,3,0,0
23.36,9,2,0,61.37,1,2,0,0
19.98,6,6,0,43.56,2,4,0,2
5.4,18,6,0,14.43,2,5,0,1
26.4,6,6,0,57.82,1,5,0,2
16.63,10,5,0,40.87,2,5,0,1
9.19,10,1,0,35.07,1,3,0,2
13.33,19,6,0,27.62,2,2,0,1
2.09,19,1,0,7.71,1,2,0,0
4.71,13,1,0,6.93,1,1,0,0
23.2,9,3,1,87.1,1,5,1,1
1.0,12,6,0,3.67,2,3,0,1
13.08,20,2,0,33.24,2,4,0,4
16.15,9,5,0,37.3,0,3,0,0
2.58,14,2,1,10.23,1,2,0,2
29.22,18,6,0,65.76,2,5,0,4
7.56,19,2,0,25.32,2,1,0,1
9.82,19,6,0,27.7,0,3,0,2
9.81,15,5,0,19.37,1,1,0,3
7.68,21,0,0,16.97,2,2,0,3
1.04,10,5,0,7.88,2,4,0,3
22.15,11,0,0,41.59,1,3,0,2
29.04,7,4,0,46.72,2,2,0,1
7.5,18,0,0,33.62,1,5,0,2
20.23,18,1,1,83.52,2,3,0,4
22.51,6,1,0,40.94,1,1,0,4
25.6,13,5,0,48.51,1,3,0,3
13.26,21,1,0,22.99,2,2,0,1
9.78,7,1,0,25.63,0,2,0,4
10.43,13,4,0,12.98,2,1,0,0
21.67,11,1,0,32.38,1,2,0,0
24.69,21,3,0,50.44,2,3,0,3
6.27,16,3,0,15.94,1,1,0,3
11.76,22,3,0,24.75,1,2,0,3
27.16,16,0,0,47.73,2,2,0,4
24.39,13,5,0,38.7,2,3,0,1
29.56,9,5,1,76.44,1,2,0,3
22.87,16,2,0,46.16,1,3,0,2
12.4,13,4,0,31.27,1,5,0,3
18.13,14,3,0,43.6,1,3,0,4
20.17,7,3,0,37.16,2,4,0,1
3.28,21,1,0,11.88,1,2,0,3
16.79,11,3,0,34.25,2,5,0,0
21.57,13,1,0,40.94,1,1,0,3
5.85,19,1,1,32.06,0,4,0,3
23.64,21,2,0,42.77,0,1,0,1
17.93,17,0,0,55.03,1,4,0,2
28.61,10,1,0,92.19,1,5,0,3
2.23,14,1,0,10.58,1,5,0,3
8.69,7,5,0,26.09,2,5,0,4
18.45,17,2,0,62.02,1,4,1,1
9.6,7,1,0,18.96,2,3,1,4
21.72,15,4,0,33.8,2,1,0,3
23.01,6,0,0,52.18,0,3,0,3
3.97,9,4,0,12.73,2,3,0,0
15.9,17,3,0,40.83,1,2,1,4
15.76,14,0,0,26.5,1,1,0,1
11.71,9,3,1,49.65,1,4,0,3
28.05,14,5,1,67.77,2,2,0,0
25.0,11,6,0,33.78,2,2,0,0
21.22,6,6,0,46.88,1,5,0,2
21.72,15,6,1,53.09,1,4,0,1
14.39,19,1,0,53.62,1,3,0,0
27.71,11,2,0,61.59,0,3,0,1
21.14,21,4,0,44.35,1,3,0,3
22.14,20,3,0,46.07,2,5,0,2
25.99,21,1,0,35.06,1,3,1,1
8.95,13,6,0,18.7,0,1,0,2
24.41,18,4,0,67.11,1,3,0,1
6.66,16,4,0,14.04,1,3,0,1
11.01,12,5,1,32.63,1,1,0,4
10.73,22,5,0,24.63,1,5,0,2
29.38,18,6,0,53.11,2,2,0,1
25.84,20,3,0,56.88,2,4,0,4
21.33,6,6,0,57.03,1,5,0,4
22.08,21,6,0,43.99,1,3,0,2
17.3,10,1,0,54.44,1,2,0,3
28.47,8,2,0,114.52,2,4,0,2
15.39,15,6,0,34.24,1,4,0,1
12.04,10,3,1,51.5,2,4,0,3
5.73,12,4,0,11.81,2,1,0,2
23.8,19,4,0,68.15,1,1,1,2
22.3,8,0,0,61.91,2,2,0,2
12.15,18,6,0,29.09,2,3,0,2
1.73,18,1,0,10.48,1,2,1,3
25.33,15,0,0,45.61,1,3,0,1
1.33,7,5,0,10.67,2,5,0,4
21.41,11,2,0,45.82,1,4,0,2
29.14,13,3,0,61.78,1,4,0,4
13.69,9,6,0,41.11,0,1,0,4
7.81,17,4,1,32.49,1,5,1,4
21.44,20,1,0,46.03,2,5,0,2
24.7,13,4,0,47.33,1,3,0,2
16.85,12,6,1,46.47,2,5,0,2
29.04,19,5,0,51.01,1,1,0,2
2.5,19,0,0,6.03,2,3,1,0
15.64,18,6,0,29.2,1,2,0,1
21.84,6,0,0,38.17,1,3,0,0
26.02,6,3,0,45.39,1,2,0,3
6.2,9,1,0,18.24,2,3,0,0
24.2,15,5,0,48.26,1,4,0,0
17.03,8,1,0,50.55,2,2,0,0
12.5,14,3,0,22.33,1,1,0,1
4.82,8,5,0,14.71,1,2,1,4
26.09,11,5,0,48.53,2,2,0,3
5.56,11,0,0,15.28,1,3,0,3
9.98,17,0,0,38.95,1,4,0,1
9.41,6,0,0,15.5,1,3,0,0
26.27,21,4,0,46.05,1,3,1,4
20.51,10,2,0,54.76,2,4,0,2
24.1,14,6,0,44.67,1,3,0,1
8.26,15,0,0,23.4,2,4,0,4
19.12,18,2,0,45.63,2,1,0,1
17.58,20,2,0,38.2,1,4,0,1
25.15,17,1,1,93.83,1,5,1,2
27.28,10,3,1,112.4,2,4,1,4
1.35,10,4,1,5.6,2,4,0,0
20.55,17,2,1,80.58,1,5,0,4
2.5,8,6,0,13.66,1,4,0,4
16.92,12,4,0,25.92,1,2,0,0
9.34,22,1,0,21.89,1,3,0,2
9.9,6,0,0,23.05,2,3,0,4
11.24,10,5,0,19.69,1,1,0,0
19.02,7,2,0,31.11,1,1,0,1
10.69,6,3,0,22.92,2,5,0,1
22.25,12,5,0,34.03,2,2,0,0
12.73,16,1,0,17.47,2,1,0,1
2.98,16,4,0,12.97,1,3,0,4
23.73,22,6,1,48.99,1,1,0,0
9.29,7,0,0,20.75,1,1,0,4
13.55,12,4,1,39.6,2,4,0,3
20.88,12,3,0,32.42,2,1,0,2
10.64,15,2,0,18.97,2,5,1,2
2.64,8,3,0,10.2,2,3,0,2
11.84,17,4,0,43.72,0,5,0,0
28.39,8,4,0,111.54,1,5,0,3
19.61,16,5,0,37.57,1,2,0,2
20.47,17,3,0,72.83,2,4,0,4
19.34,9,3,1,68.43,0,5,1,2
6.77,21,3,0,17.28,1,2,0,3
13.13,9,0,0,44.79,1,3,0,4
22.78,11,6,0,40.52,1,3,1,4
3.94,20,4,0,5.78,2,2,0,0
9.06,6,1,0,13.97,1,5,1,0
9.01,8,0,0,30.57,2,5,1,1
13.53,10,0,0,43.35,1,4,1,3
29.43,22,0,0,64.21,1,4,0,4
2.96,19,5,0,12.76,1,3,0,3
16.04,14,6,0,30.84,2,4,0,2
6.2,8,6,0,16.14,1,2,0,2
29.15,18,1,0,85.5,0,3,1,1
4.29,8,3,0,22.61,1,5,0,4
12.7,16,5,0,30.36,1,3,0,4
22.4,7,4,0,37.24,1,1,0,1
21.43,20,2,0,44.16,1,3,0,2
13.26,18,5,0,33.86,2,4,0,4
11.05,21,2,0,16.47,2,2,1,3
12.53,12,4,0,38.26,0,5,0,4
8.66,18,1,0,27.42,2,5,0,2
6.95,9,6,1,30.21,2,4,0,4
15.01,14,2,0,34.32,2,4,0,4
8.79,15,0,0,16.96,1,4,0,0
9.34,14,5,0,21.28,1,1,0,4
20.05,12,2,0,29.47,2,2,0,1
29.09,20,4,0,42.79,2,1,0,1
18.51,13,6,0,44.25,1,4,0,3
3.23,16,0,0,13.74,1,2,0,4
3.19,10,2,0,18.73,1,4,0,3
28.59,7,6,0,54.48,0,2,0,2
9.62,15,4,0,26.14,1,5,0,2
3.67,21,1,0,5.37,1,1,0,0
18.37,18,4,0,65.91,1,4,0,0
19.09,13,1,1,52.6,1,4,0,4
19.81,14,6,0,40.46,1,3,0,4
8.75,16,6,0,27.73,0,5,0,3
1.44,16,0,0,9.05,1,4,0,3
28.99,21,4,1,50.64,1,1,1,4
8.28,15,3,0,24.38,1,5,0,4
20.6,17,5,0,33.85,1,4,1,0
21.49,11,3,0,29.63,1,1,0,0
18.69,17,3,0,56.69,1,3,0,0
10.07,15,3,0,27.55,1,3,0,4
8.86,9,5,0,23.0,1,1,0,3
18.33,14,3,0,36.31,2,5,0,1
26.12,12,1,0,42.91,1,1,0,1
28.46,13,4,1,60.29,2,1,0,3
4.07,16,6,1,16.67,1,3,0,3
5.49,12,0,0,14.24,2,3,0,3
28.4,14,3,0,47.79,1,3,0,0
22.36,13,6,0,40.7,1,4,1,2
26.61,8,3,1,92.85,1,4,1,4
6.88,22,0,0,11.23,2,2,0,0
18.04,7,0,0,40.55,1,4,0,1
21.33,20,3,0,39.88,2,5,1,4
20.72,19,1,0,70.27,1,5,0,3
12.84,21,6,0,18.05,2,3,1,1
1.45,9,0,0,10.22,2,1,0,3
17.9,11,4,0,37.97,2,3,0,3
8.34,11,6,0,17.67,2,1,0,3
14.06,16,4,0,31.34,1,3,0,4
28.77,22,6,1,66.76,1,3,0,1
12.57,8,1,0,38.78,1,5,0,1
25.35,18,5,0,62.08,0,1,0,3
6.47,8,2,1,21.83,0,2,1,0
20.5,21,1,0,27.12,1,2,1,2
29.33,20,3,0,49.38,2,3,0,0
3.95,16,2,0,16.42,0,3,0,4
1.24,20,3,0,6.61,1,5,0,2
13.57,10,4,0,32.93,1,1,0,0
3.69,21,0,0,8.56,2,3,0,1
22.7,21,6,0,34.08,1,2,0,0
27.52,22,3,0,48.57,1,1,0,3
13.59,14,4,0,28.26,2,3,0,4
8.5,8,1,0,19.98,1,1,0,0
13.6,18,3,0,45.79,2,5,0,0
21.98,8,4,1,96.24,2,2,0,2
1.26,12,0,0,7.3,1,1,1,3
18.09,11,6,0,33.34,2,2,0,2
18.79,14,3,0,39.17,2,3,0,4
19.49,17,5,0,51.84,1,4,0,4
8.02,20,4,0,17.38,1,1,0,3
21.71,8,3,0,67.21,1,2,0,2
3.65,15,0,0,9.48,2,1,1,3
6.78,6,6,0,16.23,1,3,0,2
26.45,18,3,0,69.02,2,3,1,1
22.42,17,3,0,72.11,1,2,0,3
1.4,6,6,0,10.74,2,5,0,4
8.2,21,5,0,15.65,1,1,0,2
7.22,20,4,0,12.18,1,1,0,1
8.85,21,2,0,25.49,1,3,0,4
8.18,16,6,0,16.08,2,1,0,2
2.81,11,3,0,6.57,1,2,0,1
14.31,16,2,1,38.98,2,4,1,4
22.25,8,1,0,75.79,1,3,0,4
18.6,20,3,0,34.63,2,4,0,1
20.51,6,2,0,34.31,2,1,0,4
3.35,12,1,1,14.55,1,5,0,2
28.59,6,5,0,43.01,2,2,0,2
25.32,22,4,0,36.71,1,1,1,4
24.35,14,3,0,39.65,2,2,0,0
24.87,18,4,0,68.49,1,1,0,1
28.05,16,1,0,43.6,1,1,0,0
16.78,11,4,0,27.7,2,1,0,2
6.81,6,4,0,19.67,2,3,0,4
18.89,12,6,1,51.36,1,4,1,3
22.54,17,0,0,73.32,2,5,0,3
22.4,22,1,0,40.01,1,4,0,0
16.12,9,4,1,49.43,2,4,0,0
2.99,8,2,0,10.7,1,2,0,0
11.76,6,1,0,26.6,1,3,0,2
27.7,20,0,0,57.53,1,3,0,2
17.95,13,3,0,31.25,2,1,0,4
16.61,6,5,0,35.91,1,4,0,2
8.8,19,4,0,32.43,2,5,0,4
11.69,9,2,1,50.74,2,2,0,4
26.97,10,0,0,73.86,1,3,0,0
20.33,18,1,0,50.71,1,1,0,3
23.83,20,5,0,52.09,1,5,0,0
14.18,11,5,0,33.97,1,4,0,2
19.28,6,4,0,52.23,0,5,0,1
8.2,18,0,0,27.26,2,3,0,2
21.46,11,0,0,44.39,1,2,0,3
13.4,20,2,0,29.5,2,4,0,2
13.83,21,3,0,29.22,1,2,0,3
19.83,21,3,0,46.43,1,5,0,1
28.15,15,6,0,60.63,1,5,0,1
2.86,14,3,0,11.56,2,1,0,4
24.92,14,6,0,56.85,1,4,0,2
9.48,22,5,0,26.61,2,5,0,4
13.87,22,5,1,34.79,1,3,0,0
1.64,22,1,0,2.5,2,3,0,0
9.73,17,5,1,19.65,2,2,0,0
